"Index","CVX.Close"
"2010-04-28",80.620003
"2010-04-29",82.290001
"2010-04-30",81.440002
"2010-05-03",82.830002
"2010-05-04",80.760002
"2010-05-05",80.190002
"2010-05-06",77.199997
"2010-05-07",77.099998
"2010-05-10",79.889999
"2010-05-11",79.699997
"2010-05-12",80.059998
"2010-05-13",78.919998
"2010-05-14",77.830002
"2010-05-17",77.730003
"2010-05-18",76.849998
"2010-05-19",76.599998
"2010-05-20",73.599998
"2010-05-21",74.480003
"2010-05-24",73.440002
"2010-05-25",72.57
"2010-05-26",71.550003
"2010-05-27",74.360001
"2010-05-28",73.870003
"2010-06-01",72.290001
"2010-06-02",74.129997
"2010-06-03",73.910004
"2010-06-04",71.279999
"2010-06-07",71.349998
"2010-06-08",71.019997
"2010-06-09",70.790001
"2010-06-10",74.169998
"2010-06-11",74.059998
"2010-06-14",74.18
"2010-06-15",75.230003
"2010-06-16",74.949997
"2010-06-17",75.32
"2010-06-18",75.519997
"2010-06-21",75.720001
"2010-06-22",74
"2010-06-23",72.260002
"2010-06-24",70.830002
"2010-06-25",70.059998
"2010-06-28",69.959999
"2010-06-29",68.360001
"2010-06-30",67.860001
"2010-07-01",67.480003
"2010-07-02",67.309998
"2010-07-06",67.559998
"2010-07-07",69.449997
"2010-07-08",70.410004
"2010-07-09",71.839996
"2010-07-12",71.849998
"2010-07-13",73.230003
"2010-07-14",73.050003
"2010-07-15",73.040001
"2010-07-16",71.5
"2010-07-19",72
"2010-07-20",73.099998
"2010-07-21",72.169998
"2010-07-22",73.440002
"2010-07-23",73.519997
"2010-07-26",74.620003
"2010-07-27",75.300003
"2010-07-28",75.559998
"2010-07-29",76.019997
"2010-07-30",76.209999
"2010-08-02",77.800003
"2010-08-03",78.660004
"2010-08-04",79.019997
"2010-08-05",79.07
"2010-08-06",78.730003
"2010-08-09",79.290001
"2010-08-10",79.040001
"2010-08-11",77.129997
"2010-08-12",77.07
"2010-08-13",77.400002
"2010-08-16",77.709999
"2010-08-17",77.769997
"2010-08-18",77.040001
"2010-08-19",75.839996
"2010-08-20",75.050003
"2010-08-23",75.050003
"2010-08-24",73.779999
"2010-08-25",74.07
"2010-08-26",73.330002
"2010-08-27",74.93
"2010-08-30",73.779999
"2010-08-31",74.080002
"2010-09-01",76.769997
"2010-09-02",77.449997
"2010-09-03",78
"2010-09-07",77.050003
"2010-09-08",77.25
"2010-09-09",77.360001
"2010-09-10",78.82
"2010-09-13",79.25
"2010-09-14",79.510002
"2010-09-15",79.209999
"2010-09-16",79.050003
"2010-09-17",78.459999
"2010-09-20",79.900002
"2010-09-21",79.75
"2010-09-22",79.25
"2010-09-23",78.540001
"2010-09-24",80.120003
"2010-09-27",80.080002
"2010-09-28",80.879997
"2010-09-29",81.279999
"2010-09-30",81.050003
"2010-10-01",81.949997
"2010-10-04",81.309998
"2010-10-05",83.389999
"2010-10-06",83.889999
"2010-10-07",83.519997
"2010-10-08",83.940002
"2010-10-11",83.709999
"2010-10-12",83.839996
"2010-10-13",83.669998
"2010-10-14",83.900002
"2010-10-15",83.610001
"2010-10-18",84.480003
"2010-10-19",82.790001
"2010-10-20",84.019997
"2010-10-21",84.25
"2010-10-22",84.550003
"2010-10-25",84.870003
"2010-10-26",85.150002
"2010-10-27",84.309998
"2010-10-28",84.440002
"2010-10-29",82.599998
"2010-11-01",81.449997
"2010-11-02",82.150002
"2010-11-03",82.699997
"2010-11-04",85.139999
"2010-11-05",84.980003
"2010-11-08",84.800003
"2010-11-09",83.559998
"2010-11-10",85.169998
"2010-11-11",86.089996
"2010-11-12",85.440002
"2010-11-15",84.860001
"2010-11-16",82.480003
"2010-11-17",82.459999
"2010-11-18",83.82
"2010-11-19",83.940002
"2010-11-22",83.449997
"2010-11-23",81.75
"2010-11-24",82.93
"2010-11-26",82.050003
"2010-11-29",81.690002
"2010-11-30",80.970001
"2010-12-01",82.699997
"2010-12-02",84.5
"2010-12-03",84.889999
"2010-12-06",84.949997
"2010-12-07",86.300003
"2010-12-08",86.139999
"2010-12-09",86.650002
"2010-12-10",87.029999
"2010-12-13",88.370003
"2010-12-14",88.379997
"2010-12-15",88.010002
"2010-12-16",89.059998
"2010-12-17",88.489998
"2010-12-20",88.800003
"2010-12-21",89.230003
"2010-12-22",89.919998
"2010-12-23",90.68
"2010-12-27",90.120003
"2010-12-28",91.190002
"2010-12-29",91.370003
"2010-12-30",91.599998
"2010-12-31",91.25
"2011-01-03",91.940002
"2011-01-04",91.599998
"2011-01-05",91.440002
"2011-01-06",90.690002
"2011-01-07",91.190002
"2011-01-10",90.410004
"2011-01-11",91.830002
"2011-01-12",92.449997
"2011-01-13",92.18
"2011-01-14",92.830002
"2011-01-18",93.349998
"2011-01-19",92.970001
"2011-01-20",92.709999
"2011-01-21",93.779999
"2011-01-24",94.099998
"2011-01-25",94.080002
"2011-01-26",94.639999
"2011-01-27",94.75
"2011-01-28",93.370003
"2011-01-31",94.93
"2011-02-01",96.220001
"2011-02-02",96.480003
"2011-02-03",97.309998
"2011-02-04",97.110001
"2011-02-07",97.660004
"2011-02-08",97.739998
"2011-02-09",96.239998
"2011-02-10",96.699997
"2011-02-11",96.449997
"2011-02-14",96.949997
"2011-02-15",96.339996
"2011-02-16",96.660004
"2011-02-17",97.169998
"2011-02-18",98.720001
"2011-02-22",100.32
"2011-02-23",102.269997
"2011-02-24",102.029999
"2011-02-25",102.099998
"2011-02-28",103.75
"2011-03-01",102.900002
"2011-03-02",103.470001
"2011-03-03",104.190002
"2011-03-04",103.75
"2011-03-07",103.010002
"2011-03-08",103.769997
"2011-03-09",102.139999
"2011-03-10",99.080002
"2011-03-11",99.93
"2011-03-14",100.800003
"2011-03-15",101.230003
"2011-03-16",99.510002
"2011-03-17",102.239998
"2011-03-18",102.800003
"2011-03-21",105.190002
"2011-03-22",105.230003
"2011-03-23",105.480003
"2011-03-24",105.379997
"2011-03-25",106.779999
"2011-03-28",106.040001
"2011-03-29",107.370003
"2011-03-30",108.010002
"2011-03-31",107.489998
"2011-04-01",108.32
"2011-04-04",108.230003
"2011-04-05",109.330002
"2011-04-06",108.660004
"2011-04-07",108.940002
"2011-04-08",109.660004
"2011-04-11",107.779999
"2011-04-12",104.18
"2011-04-13",103.809998
"2011-04-14",104.879997
"2011-04-15",106.239998
"2011-04-18",104.5
"2011-04-19",105.400002
"2011-04-20",107.809998
"2011-04-21",108.129997
"2011-04-25",107.419998
"2011-04-26",108.75
"2011-04-27",108.970001
"2011-04-28",108.809998
"2011-04-29",109.440002
"2011-05-02",108.18
"2011-05-03",106.169998
"2011-05-04",104.68
"2011-05-05",102.620003
"2011-05-06",102.879997
"2011-05-09",104.089996
"2011-05-10",104.360001
"2011-05-11",102.260002
"2011-05-12",102.760002
"2011-05-13",102.389999
"2011-05-16",101.650002
"2011-05-17",100.410004
"2011-05-18",102.860001
"2011-05-19",103.870003
"2011-05-20",102.57
"2011-05-23",101.370003
"2011-05-24",102.269997
"2011-05-25",103.25
"2011-05-26",103.360001
"2011-05-27",103.209999
"2011-05-31",104.910004
"2011-06-01",102.489998
"2011-06-02",101.120003
"2011-06-03",101
"2011-06-06",99.68
"2011-06-07",99.470001
"2011-06-08",99.949997
"2011-06-09",101.230003
"2011-06-10",99.669998
"2011-06-13",98.93
"2011-06-14",100.599998
"2011-06-15",98.410004
"2011-06-16",99.43
"2011-06-17",99.169998
"2011-06-20",99.910004
"2011-06-21",101.589996
"2011-06-22",101.07
"2011-06-23",99.360001
"2011-06-24",97.900002
"2011-06-27",98.900002
"2011-06-28",100.349998
"2011-06-29",101.279999
"2011-06-30",102.839996
"2011-07-01",104.089996
"2011-07-05",105.120003
"2011-07-06",105.080002
"2011-07-07",106.589996
"2011-07-08",105.889999
"2011-07-11",104.410004
"2011-07-12",104.389999
"2011-07-13",105.089996
"2011-07-14",104.669998
"2011-07-15",106.190002
"2011-07-18",106.230003
"2011-07-19",107.480003
"2011-07-20",107.099998
"2011-07-21",109.43
"2011-07-22",108.970001
"2011-07-25",108.099998
"2011-07-26",107.57
"2011-07-27",105.629997
"2011-07-28",105.029999
"2011-07-29",104.019997
"2011-08-01",105.379997
"2011-08-02",103.449997
"2011-08-03",102.760002
"2011-08-04",96.839996
"2011-08-05",97.610001
"2011-08-08",90.25
"2011-08-09",93.400002
"2011-08-10",90.57
"2011-08-11",94.07
"2011-08-12",95.860001
"2011-08-15",99.099998
"2011-08-16",98.139999
"2011-08-17",97.68
"2011-08-18",93.239998
"2011-08-19",93.290001
"2011-08-22",93.300003
"2011-08-23",97.330002
"2011-08-24",97.589996
"2011-08-25",95.959999
"2011-08-26",96.849998
"2011-08-29",98.739998
"2011-08-30",98.400002
"2011-08-31",98.839996
"2011-09-01",98.519997
"2011-09-02",96.410004
"2011-09-06",95.610001
"2011-09-07",99.290001
"2011-09-08",98.410004
"2011-09-09",95.190002
"2011-09-12",95.910004
"2011-09-13",95.93
"2011-09-14",97.309998
"2011-09-15",99.260002
"2011-09-16",99.629997
"2011-09-19",98.709999
"2011-09-20",97.790001
"2011-09-21",94.269997
"2011-09-22",90.169998
"2011-09-23",90.010002
"2011-09-26",91.489998
"2011-09-27",93.540001
"2011-09-28",91.739998
"2011-09-29",94.389999
"2011-09-30",92.589996
"2011-10-03",89.879997
"2011-10-04",91.480003
"2011-10-05",94.660004
"2011-10-06",94.610001
"2011-10-07",94.400002
"2011-10-10",98.199997
"2011-10-11",97.599998
"2011-10-12",97.779999
"2011-10-13",97.790001
"2011-10-14",100.470001
"2011-10-17",98.610001
"2011-10-18",102.949997
"2011-10-19",102.239998
"2011-10-20",103.389999
"2011-10-21",105.529999
"2011-10-24",106.269997
"2011-10-25",104.5
"2011-10-26",106.769997
"2011-10-27",108.970001
"2011-10-28",109.639999
"2011-10-31",105.050003
"2011-11-01",102.080002
"2011-11-02",104.540001
"2011-11-03",106.129997
"2011-11-04",106.43
"2011-11-07",107.720001
"2011-11-08",108.860001
"2011-11-09",104.279999
"2011-11-10",105.5
"2011-11-11",107.050003
"2011-11-14",106.169998
"2011-11-15",103.269997
"2011-11-16",101.050003
"2011-11-17",100.080002
"2011-11-18",97.879997
"2011-11-21",95.660004
"2011-11-22",96.419998
"2011-11-23",93.75
"2011-11-25",92.290001
"2011-11-28",95.769997
"2011-11-29",97.389999
"2011-11-30",102.82
"2011-12-01",101.830002
"2011-12-02",101.690002
"2011-12-05",102.82
"2011-12-06",104.360001
"2011-12-07",104.519997
"2011-12-08",102.25
"2011-12-09",104.25
"2011-12-12",103.07
"2011-12-13",103.620003
"2011-12-14",100.529999
"2011-12-15",99.669998
"2011-12-16",100.860001
"2011-12-19",99.720001
"2011-12-20",103.669998
"2011-12-21",105.43
"2011-12-22",106.309998
"2011-12-23",107.5
"2011-12-27",107.980003
"2011-12-28",105.959999
"2011-12-29",107.470001
"2011-12-30",106.400002
"2012-01-03",110.370003
"2012-01-04",110.18
"2012-01-05",109.099998
"2012-01-06",108.309998
"2012-01-09",109.489998
"2012-01-10",109.059998
"2012-01-11",107.769997
"2012-01-12",104.970001
"2012-01-13",106.089996
"2012-01-17",106.720001
"2012-01-18",106.830002
"2012-01-19",106.93
"2012-01-20",106.889999
"2012-01-23",107.010002
"2012-01-24",106.720001
"2012-01-25",107.730003
"2012-01-26",106.589996
"2012-01-27",103.959999
"2012-01-30",103.410004
"2012-01-31",103.120003
"2012-02-01",102.790001
"2012-02-02",103.690002
"2012-02-03",105.5
"2012-02-06",106.669998
"2012-02-07",106.830002
"2012-02-08",106.760002
"2012-02-09",106.370003
"2012-02-10",105.279999
"2012-02-13",106.379997
"2012-02-14",106.489998
"2012-02-15",105
"2012-02-16",106.519997
"2012-02-17",106.660004
"2012-02-21",108.410004
"2012-02-22",107.5
"2012-02-23",108.349998
"2012-02-24",109.080002
"2012-02-27",109.629997
"2012-02-28",109.610001
"2012-02-29",109.120003
"2012-03-01",109.760002
"2012-03-02",109.610001
"2012-03-05",109.32
"2012-03-06",108.849998
"2012-03-07",109.459999
"2012-03-08",110.029999
"2012-03-09",109.57
"2012-03-12",110
"2012-03-13",111.190002
"2012-03-14",110.690002
"2012-03-15",110.029999
"2012-03-16",110.279999
"2012-03-19",110.699997
"2012-03-20",109.080002
"2012-03-21",107.910004
"2012-03-22",105.349998
"2012-03-23",106.360001
"2012-03-26",107.839996
"2012-03-27",107.040001
"2012-03-28",105.889999
"2012-03-29",106.849998
"2012-03-30",107.209999
"2012-04-02",108.300003
"2012-04-03",107.139999
"2012-04-04",105.599998
"2012-04-05",104.75
"2012-04-09",103.489998
"2012-04-10",101.449997
"2012-04-11",100.949997
"2012-04-12",102.589996
"2012-04-13",100.779999
"2012-04-16",101.510002
"2012-04-17",103.620003
"2012-04-18",103.389999
"2012-04-19",102.510002
"2012-04-20",102.519997
"2012-04-23",102.440002
"2012-04-24",103.029999
"2012-04-25",103.849998
"2012-04-26",106.220001
"2012-04-27",106.199997
"2012-04-30",106.559998
"2012-05-01",108.269997
"2012-05-02",107.029999
"2012-05-03",105.989998
"2012-05-04",103.720001
"2012-05-07",103.309998
"2012-05-08",102.839996
"2012-05-09",101.779999
"2012-05-10",103.360001
"2012-05-11",102.690002
"2012-05-14",101.940002
"2012-05-15",100.900002
"2012-05-16",100.099998
"2012-05-17",100.139999
"2012-05-18",98.459999
"2012-05-21",99.690002
"2012-05-22",99.32
"2012-05-23",99
"2012-05-24",100.059998
"2012-05-25",98.860001
"2012-05-29",100.239998
"2012-05-30",97.629997
"2012-05-31",98.309998
"2012-06-01",96.410004
"2012-06-04",96.580002
"2012-06-05",96.489998
"2012-06-06",99.800003
"2012-06-07",100.389999
"2012-06-08",100.839996
"2012-06-11",99.910004
"2012-06-12",100.739998
"2012-06-13",100.129997
"2012-06-14",101.919998
"2012-06-15",104.330002
"2012-06-18",103.459999
"2012-06-19",104.059998
"2012-06-20",103.629997
"2012-06-21",100.019997
"2012-06-22",100.440002
"2012-06-25",99.080002
"2012-06-26",100.949997
"2012-06-27",102.57
"2012-06-28",103.459999
"2012-06-29",105.5
"2012-07-02",105.860001
"2012-07-03",107.370003
"2012-07-05",106.029999
"2012-07-06",105.07
"2012-07-09",104.459999
"2012-07-10",103.879997
"2012-07-11",104.849998
"2012-07-12",105.029999
"2012-07-13",106.010002
"2012-07-16",106.779999
"2012-07-17",107.43
"2012-07-18",107.879997
"2012-07-19",108.839996
"2012-07-20",109.190002
"2012-07-23",107.949997
"2012-07-24",106.300003
"2012-07-25",106.059998
"2012-07-26",108.269997
"2012-07-27",109.260002
"2012-07-30",109.82
"2012-07-31",109.580002
"2012-08-01",110.5
"2012-08-02",109.25
"2012-08-03",111.120003
"2012-08-06",111.309998
"2012-08-07",111.949997
"2012-08-08",112.139999
"2012-08-09",112.629997
"2012-08-10",113.550003
"2012-08-13",113.279999
"2012-08-14",113.32
"2012-08-15",112.57
"2012-08-16",113.32
"2012-08-17",112.660004
"2012-08-20",112.519997
"2012-08-21",111.980003
"2012-08-22",112.150002
"2012-08-23",111.290001
"2012-08-24",112.010002
"2012-08-27",111.730003
"2012-08-28",112.349998
"2012-08-29",111.800003
"2012-08-30",110.93
"2012-08-31",112.160004
"2012-09-04",111.220001
"2012-09-05",110.769997
"2012-09-06",113.029999
"2012-09-07",114
"2012-09-10",113.959999
"2012-09-11",114.18
"2012-09-12",114.480003
"2012-09-13",116.559998
"2012-09-14",117.25
"2012-09-17",117.139999
"2012-09-18",116.970001
"2012-09-19",116.599998
"2012-09-20",117.849998
"2012-09-21",117.800003
"2012-09-24",117.779999
"2012-09-25",116.93
"2012-09-26",116.300003
"2012-09-27",117.199997
"2012-09-28",116.559998
"2012-10-01",117.25
"2012-10-02",117.959999
"2012-10-03",116.139999
"2012-10-04",117.150002
"2012-10-05",117.5
"2012-10-08",117.620003
"2012-10-09",117.360001
"2012-10-10",112.449997
"2012-10-11",113.059998
"2012-10-12",112.07
"2012-10-15",112.82
"2012-10-16",114.089996
"2012-10-17",115.18
"2012-10-18",114.650002
"2012-10-19",113.379997
"2012-10-22",112.739998
"2012-10-23",109.379997
"2012-10-24",109.709999
"2012-10-25",110.959999
"2012-10-26",111.18
"2012-10-31",110.239998
"2012-11-01",111.459999
"2012-11-02",108.370003
"2012-11-05",109.190002
"2012-11-06",110.360001
"2012-11-07",107.510002
"2012-11-08",105.870003
"2012-11-09",105.839996
"2012-11-12",105.93
"2012-11-13",105.279999
"2012-11-14",102.5
"2012-11-15",101.620003
"2012-11-16",102.400002
"2012-11-19",104.349998
"2012-11-20",103.559998
"2012-11-21",104.099998
"2012-11-23",105.470001
"2012-11-26",104.989998
"2012-11-27",103.379997
"2012-11-28",105.580002
"2012-11-29",105.790001
"2012-11-30",105.690002
"2012-12-03",104.660004
"2012-12-04",103.959999
"2012-12-05",105.169998
"2012-12-06",106.449997
"2012-12-07",106.989998
"2012-12-10",106.959999
"2012-12-11",107.739998
"2012-12-12",108.080002
"2012-12-13",107.910004
"2012-12-14",107.82
"2012-12-17",108.68
"2012-12-18",110.099998
"2012-12-19",109.910004
"2012-12-20",110.379997
"2012-12-21",109.709999
"2012-12-24",108.629997
"2012-12-26",108.459999
"2012-12-27",108.519997
"2012-12-28",106.449997
"2012-12-31",108.139999
"2013-01-02",110.389999
"2013-01-03",109.919998
"2013-01-04",110.5
"2013-01-07",109.75
"2013-01-08",109.260002
"2013-01-09",109.540001
"2013-01-10",110.470001
"2013-01-11",111.730003
"2013-01-14",112.849998
"2013-01-15",113.440002
"2013-01-16",113.970001
"2013-01-17",114.739998
"2013-01-18",115.239998
"2013-01-22",115.910004
"2013-01-23",115.010002
"2013-01-24",115.5
"2013-01-25",116.199997
"2013-01-28",116.040001
"2013-01-29",117.209999
"2013-01-30",116.449997
"2013-01-31",115.150002
"2013-02-01",116.5
"2013-02-04",115.199997
"2013-02-05",115.809998
"2013-02-06",115.910004
"2013-02-07",115.019997
"2013-02-08",115.639999
"2013-02-11",115.639999
"2013-02-12",116.5
"2013-02-13",115.529999
"2013-02-14",115.709999
"2013-02-15",114.959999
"2013-02-19",115.919998
"2013-02-20",114.989998
"2013-02-21",114.989998
"2013-02-22",115.959999
"2013-02-25",113.540001
"2013-02-26",114.959999
"2013-02-27",116.650002
"2013-02-28",117.150002
"2013-03-01",116.900002
"2013-03-04",117.489998
"2013-03-05",117.93
"2013-03-06",118.470001
"2013-03-07",118.559998
"2013-03-08",118.57
"2013-03-11",118.730003
"2013-03-12",118.25
"2013-03-13",118.360001
"2013-03-14",120
"2013-03-15",119.68
"2013-03-18",119.129997
"2013-03-19",119.459999
"2013-03-20",120.349998
"2013-03-21",120.339996
"2013-03-22",121.18
"2013-03-25",120.18
"2013-03-26",120.980003
"2013-03-27",120.190002
"2013-03-28",118.82
"2013-04-01",119.610001
"2013-04-02",119
"2013-04-03",117.779999
"2013-04-04",118.07
"2013-04-05",117.519997
"2013-04-08",117.809998
"2013-04-09",118.639999
"2013-04-10",119.639999
"2013-04-11",120.949997
"2013-04-12",119.940002
"2013-04-15",116.57
"2013-04-16",117.010002
"2013-04-17",114.809998
"2013-04-18",115.589996
"2013-04-19",115.900002
"2013-04-22",116.57
"2013-04-23",117.480003
"2013-04-24",118.279999
"2013-04-25",118.510002
"2013-04-26",120.040001
"2013-04-29",121.32
"2013-04-30",122.010002
"2013-05-01",120.269997
"2013-05-02",122.040001
"2013-05-03",123.489998
"2013-05-06",123.25
"2013-05-07",123.040001
"2013-05-08",123.360001
"2013-05-09",123.639999
"2013-05-10",123.230003
"2013-05-13",122.849998
"2013-05-14",125
"2013-05-15",123.010002
"2013-05-16",122.760002
"2013-05-17",123.419998
"2013-05-20",124.779999
"2013-05-21",125.940002
"2013-05-22",124.93
"2013-05-23",125.400002
"2013-05-24",125.449997
"2013-05-28",126.43
"2013-05-29",125.489998
"2013-05-30",125.110001
"2013-05-31",122.75
"2013-06-03",124.089996
"2013-06-04",122.959999
"2013-06-05",121.57
"2013-06-06",120.589996
"2013-06-07",121.699997
"2013-06-10",122.690002
"2013-06-11",121.449997
"2013-06-12",119.970001
"2013-06-13",121.660004
"2013-06-14",120.279999
"2013-06-17",121.220001
"2013-06-18",121.519997
"2013-06-19",120.5
"2013-06-20",117.949997
"2013-06-21",118.93
"2013-06-24",116.82
"2013-06-25",117.449997
"2013-06-26",118.150002
"2013-06-27",118.709999
"2013-06-28",118.339996
"2013-07-01",119.080002
"2013-07-02",119.150002
"2013-07-03",119.080002
"2013-07-05",120.510002
"2013-07-08",121.239998
"2013-07-09",123.269997
"2013-07-10",122.900002
"2013-07-11",123.769997
"2013-07-12",124.059998
"2013-07-15",124.68
"2013-07-16",124.120003
"2013-07-17",124.349998
"2013-07-18",125.470001
"2013-07-19",126.910004
"2013-07-22",127.029999
"2013-07-23",127.260002
"2013-07-24",126.370003
"2013-07-25",127.760002
"2013-07-26",127.559998
"2013-07-29",126.169998
"2013-07-30",125.779999
"2013-07-31",125.889999
"2013-08-01",126.440002
"2013-08-02",124.949997
"2013-08-05",123.989998
"2013-08-06",123.139999
"2013-08-07",123.330002
"2013-08-08",123.07
"2013-08-09",122.5
"2013-08-12",121.800003
"2013-08-13",122.5
"2013-08-14",122.050003
"2013-08-15",120.25
"2013-08-16",119.879997
"2013-08-19",118.660004
"2013-08-20",118.290001
"2013-08-21",117.699997
"2013-08-22",118.290001
"2013-08-23",119.529999
"2013-08-26",118.839996
"2013-08-27",118.809998
"2013-08-28",121.809998
"2013-08-29",120.370003
"2013-08-30",120.43
"2013-09-03",120.550003
"2013-09-04",120.860001
"2013-09-05",121.370003
"2013-09-06",121.209999
"2013-09-09",122.220001
"2013-09-10",123.010002
"2013-09-11",123.919998
"2013-09-12",123.889999
"2013-09-13",124.139999
"2013-09-16",124.080002
"2013-09-17",124.339996
"2013-09-18",125.82
"2013-09-19",125.440002
"2013-09-20",124.919998
"2013-09-23",125.519997
"2013-09-24",124.489998
"2013-09-25",124.07
"2013-09-26",123.489998
"2013-09-27",122.639999
"2013-09-30",121.5
"2013-10-01",121.32
"2013-10-02",120.830002
"2013-10-03",118.25
"2013-10-04",118.129997
"2013-10-07",117.870003
"2013-10-08",116.730003
"2013-10-09",116.129997
"2013-10-10",116.379997
"2013-10-11",117.669998
"2013-10-14",118.580002
"2013-10-15",118.150002
"2013-10-16",119.160004
"2013-10-17",119.519997
"2013-10-18",119.650002
"2013-10-21",119.82
"2013-10-22",120.639999
"2013-10-23",120.129997
"2013-10-24",120.559998
"2013-10-25",120.589996
"2013-10-28",120.910004
"2013-10-29",121.5
"2013-10-30",120.300003
"2013-10-31",119.959999
"2013-11-01",118.010002
"2013-11-04",118.099998
"2013-11-05",118.449997
"2013-11-06",121.139999
"2013-11-07",119.910004
"2013-11-08",121.190002
"2013-11-11",121.080002
"2013-11-12",120
"2013-11-13",120.089996
"2013-11-14",119.559998
"2013-11-15",120.059998
"2013-11-18",120.559998
"2013-11-19",122.059998
"2013-11-20",122
"2013-11-21",123.459999
"2013-11-22",124.029999
"2013-11-25",123.739998
"2013-11-26",122.779999
"2013-11-27",122.419998
"2013-11-29",122.440002
"2013-12-02",122.339996
"2013-12-03",122.519997
"2013-12-04",121.769997
"2013-12-05",121.099998
"2013-12-06",122.290001
"2013-12-09",123.339996
"2013-12-10",123.660004
"2013-12-11",122.099998
"2013-12-12",120.989998
"2013-12-13",119.900002
"2013-12-16",120.220001
"2013-12-17",118.739998
"2013-12-18",121.599998
"2013-12-19",123.220001
"2013-12-20",122.779999
"2013-12-23",122.800003
"2013-12-24",123.510002
"2013-12-26",124.809998
"2013-12-27",125.230003
"2013-12-30",124.230003
"2013-12-31",124.910004
"2014-01-02",124.139999
"2014-01-03",124.349998
"2014-01-06",124.019997
"2014-01-07",125.07
"2014-01-08",123.290001
"2014-01-09",123.290001
"2014-01-10",121.010002
"2014-01-13",119.25
"2014-01-14",119.57
"2014-01-15",119.18
"2014-01-16",118.830002
"2014-01-17",119.290001
"2014-01-21",120.360001
"2014-01-22",120.43
"2014-01-23",118.389999
"2014-01-24",116.290001
"2014-01-27",116.43
"2014-01-28",116.839996
"2014-01-29",116
"2014-01-30",116.449997
"2014-01-31",111.629997
"2014-02-03",111.139999
"2014-02-04",110.830002
"2014-02-05",109.519997
"2014-02-06",111.269997
"2014-02-07",112.050003
"2014-02-10",111.690002
"2014-02-11",113.580002
"2014-02-12",112.029999
"2014-02-13",112.510002
"2014-02-14",113.480003
"2014-02-18",112.709999
"2014-02-19",113.599998
"2014-02-20",114.599998
"2014-02-21",112.68
"2014-02-24",114.150002
"2014-02-25",114.970001
"2014-02-26",115.510002
"2014-02-27",115.690002
"2014-02-28",115.330002
"2014-03-03",114.839996
"2014-03-04",115.32
"2014-03-05",114.43
"2014-03-06",114.849998
"2014-03-07",115.080002
"2014-03-10",115.839996
"2014-03-11",114.510002
"2014-03-12",115.650002
"2014-03-13",114.449997
"2014-03-14",114.099998
"2014-03-17",115.07
"2014-03-18",116.239998
"2014-03-19",115.199997
"2014-03-20",115.510002
"2014-03-21",115.629997
"2014-03-24",115.849998
"2014-03-25",117.089996
"2014-03-26",117.709999
"2014-03-27",117.669998
"2014-03-28",118.5
"2014-03-31",118.910004
"2014-04-01",119
"2014-04-02",119.349998
"2014-04-03",119.040001
"2014-04-04",118.800003
"2014-04-07",117.339996
"2014-04-08",117.800003
"2014-04-09",119.099998
"2014-04-10",116.690002
"2014-04-11",117.029999
"2014-04-14",118.699997
"2014-04-15",120.300003
"2014-04-16",121.830002
"2014-04-17",123.68
"2014-04-21",124.239998
"2014-04-22",124
"2014-04-23",124.690002
"2014-04-24",124.300003
"2014-04-25",123.989998
"2014-04-28",125.730003
"2014-04-29",125.970001
"2014-04-30",125.519997
"2014-05-01",124.940002
"2014-05-02",124.720001
